Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,131101.0,134424.0,130200.0,132856.0,105187.8984375,96315
2020-01-03,134997.0,135596.0,130787.0,134308.0,106337.5078125,140114
2020-01-06,134400.0,137497.0,132056.0,134720.0,106663.703125,125328
2020-01-07,135700.0,135699.0,131639.0,133000.0,105301.9140625,208095
2020-01-08,134000.0,140000.0,133028.0,138341.0,109530.6015625,232501
2020-01-09,138000.0,137705.0,131042.0,133116.0,105393.7421875,239115
2020-01-10,133201.0,135393.0,130723.0,134594.0,106563.9453125,93119
2020-01-13,136349.0,137953.0,134939.0,136372.0,107971.671875,115199
2020-01-14,136370.0,136573.0,134000.0,134500.0,106489.53125,119595
2020-01-15,134550.0,137481.0,133352.0,135200.0,107043.7421875,137370
2020-01-16,138000.0,139579.0,135315.0,137789.0,109093.5703125,151761
2020-01-17,137500.0,139279.0,135739.0,136000.0,107677.140625,292757
2020-01-20,138700.0,139656.0,135991.0,138357.0,109543.2890625,178186
2020-01-21,137551.0,138531.0,124750.0,125431.0,99309.1953125,383939
2020-01-22,126060.0,129810.0,124500.0,124686.0,98719.3359375,176128
2020-01-23,124475.0,126179.0,119699.0,120000.0,95009.234375,255447
2020-01-24,118366.0,120970.0,118370.0,119227.0,94397.2265625,164694
2020-01-27,117439.0,118572.0,114200.0,114343.0,90530.34375,162613
2020-01-28,112600.0,117516.0,112354.0,114454.0,90618.234375,284481
2020-01-29,114501.0,120493.0,113168.0,117700.0,93188.2265625,402514
2020-01-30,117800.0,122087.0,115005.0,121674.0,96334.6171875,233957
2020-01-31,123000.0,122491.0,118071.0,119950.0,94969.671875,266186
2020-02-03,121900.0,120400.0,116151.0,117597.0,93106.6796875,266917
2020-02-04,118300.0,127842.0,117309.0,125272.0,99183.3046875,395111
2020-02-05,125303.0,125999.0,122501.0,123432.0,97726.5,179940
2020-02-06,123501.0,124674.0,117091.0,119510.0,94621.28125,304913
2020-02-07,118897.0,122498.0,116631.0,117955.0,93390.1328125,214540
2020-02-10,117000.0,121707.0,117551.0,119881.0,94915.0234375,167215
2020-02-11,121998.0,121798.0,118526.0,120287.0,95236.46875,140588
2020-02-12,119001.0,122442.0,118450.0,121784.0,96421.703125,185615
2020-02-13,120281.0,128088.0,121302.0,125500.0,99363.8203125,224417
2020-02-14,123202.0,126660.0,122425.0,126151.0,99879.25,156912
2020-02-17,123233.0,133499.0,123101.0,132999.0,105301.109375,192321
2020-02-18,132999.0,137056.0,128516.0,130785.0,103548.1875,279116
2020-02-19,136398.0,141518.0,133795.0,139569.0,110502.875,322628
2020-02-20,139569.0,142379.0,134205.0,136000.0,107677.140625,337108
2020-02-21,134022.0,141245.0,130000.0,138540.0,109688.15625,372198
2020-02-24,138530.0,140496.0,125898.0,126797.0,100390.7109375,322962
2020-02-25,125156.0,130988.0,125501.0,126391.0,100069.28125,312096
2020-02-26,120575.0,125930.0,120056.0,125500.0,99363.8203125,257013
2020-02-27,129169.0,129169.0,119000.0,120265.0,95219.046875,206833
2020-02-28,190000.0,190000.0,104734.0,104734.0,82922.4765625,457417
2020-03-02,104000.0,113018.0,104000.0,109471.0,86672.9609375,370195
2020-03-03,116000.0,118000.0,112913.0,116112.0,91930.9296875,284551
2020-03-04,112499.0,116909.0,110456.0,111762.0,90433.96875,375083
2020-03-05,112923.0,115925.0,107931.0,110599.0,89492.9140625,410568
2020-03-06,108000.0,110456.0,86407.0,94764.0,76679.7734375,1671248
2020-03-09,90000.0,93914.0,77000.0,92220.0,74621.265625,715901
2020-03-10,95501.0,97877.0,83568.0,86375.0,69891.6875,701376
2020-03-11,86350.0,90802.0,84011.0,90156.0,72951.15625,633339
2020-03-12,84000.0,87440.0,70001.0,71886.0,58167.6796875,1070944
2020-03-13,71000.0,81899.0,68292.0,74900.0,60606.51171875,960603
2020-03-16,71155.0,73182.0,61119.0,66204.0,53570.0078125,538976
2020-03-17,75000.0,74666.0,60232.0,62950.0,50936.984375,834360
2020-03-18,62950.0,64399.0,41910.0,47799.0,38677.31640625,786738
2020-03-19,48100.0,52202.0,43001.0,44287.0,35835.51953125,1253586
2020-03-20,49000.0,51629.0,46499.0,51551.0,41713.3046875,1051524
2020-03-23,50548.0,55650.0,44999.0,55650.0,45030.0703125,577129
